,Text,Classification
10990,corroborative,Non-Aligned
10991,corroboratory,Non-Aligned
10992,corrode,Non-Aligned
10993,corroded,Non-Aligned
10994,corrodes,Non-Aligned
10995,corroding,Non-Aligned
10996,corrosion,Non-Aligned
10997,corrosive,Non-Aligned
10998,corrugated,Non-Aligned
10999,corrugations,Non-Aligned
11000,corrupt,Republican
11001,corrupted,Non-Aligned
11002,corruptible,Non-Aligned
11003,corrupting,Non-Aligned
11004,corruption,Non-Aligned
11005,corruptions,Non-Aligned
11006,corruptly,Non-Aligned
11007,corrupts,Non-Aligned
11008,corsage,Non-Aligned
11009,corse,Non-Aligned
11010,corset,Non-Aligned
11011,corsets,Non-Aligned
11012,corsica,Non-Aligned
11013,corslet,Non-Aligned
11014,cortege,Non-Aligned
11015,cortex,Non-Aligned
11016,cortical,Non-Aligned
11017,corticosteroid,Non-Aligned
11018,corticosteroids,Non-Aligned
11019,cortisol,Non-Aligned
11020,cortisone,Non-Aligned
11021,coruscates,Non-Aligned
11022,corvette,Non-Aligned
11023,corvettes,Non-Aligned
11024,cosier,Non-Aligned
11025,cosiest,Non-Aligned
11026,cosily,Non-Aligned
11027,cosine,Non-Aligned
11028,cosines,Non-Aligned
11029,cosiness,Non-Aligned
11030,cosmetic,Non-Aligned
11031,cosmetically,Non-Aligned
11032,cosmetics,Non-Aligned
11033,cosmic,Non-Aligned
11034,cosmical,Non-Aligned
11035,cosmically,Non-Aligned
11036,cosmological,Non-Aligned
11037,cosmologically,Non-Aligned
11038,cosmologies,Non-Aligned
11039,cosmologist,Non-Aligned
11040,cosmologists,Non-Aligned
11041,cosmology,Non-Aligned
11042,cosmonaut,Non-Aligned
11043,cosmonauts,Non-Aligned
11044,cosmopolitan,Non-Aligned
11045,cosmopolitans,Non-Aligned
11046,cosmos,Non-Aligned
11047,cossacks,Non-Aligned
11048,cosset,Non-Aligned
11049,cosseted,Non-Aligned
11050,cossets,Non-Aligned
11051,cost,Non-Aligned
11052,costar,Non-Aligned
11053,costarred,Non-Aligned
11054,costarring,Non-Aligned
11055,costars,Non-Aligned
11056,costcutting,Non-Aligned
11057,costed,Non-Aligned
11058,costeffective,Non-Aligned
11059,costeffectiveness,Non-Aligned
11060,costefficient,Non-Aligned
11061,costing,Non-Aligned
11062,costings,Non-Aligned
11063,costive,Non-Aligned
11064,costless,Non-Aligned
11065,costlier,Non-Aligned
11066,costliest,Non-Aligned
11067,costliness,Non-Aligned
11068,costly,Non-Aligned
11069,costs,Non-Aligned
11070,costume,Non-Aligned
11071,costumed,Non-Aligned
11072,costumes,Non-Aligned
11073,cosy,Non-Aligned
11074,cot,Non-Aligned
11075,coterie,Non-Aligned
11076,coterminous,Non-Aligned
11077,cots,Non-Aligned
11078,cottage,Non-Aligned
11079,cottages,Non-Aligned
11080,cotton,Republican
11081,cottoned,Non-Aligned
11082,cottons,Non-Aligned
11083,couch,Non-Aligned
11084,couched,Non-Aligned
11085,couches,Non-Aligned
11086,couching,Non-Aligned
11087,cougar,Non-Aligned
11088,cougars,Non-Aligned
11089,cough,Non-Aligned
11090,coughed,Non-Aligned
11091,coughing,Non-Aligned
11092,coughs,Non-Aligned
11093,could,Non-Aligned
11094,couloir,Non-Aligned
11095,coulomb,Non-Aligned
11096,coulombs,Non-Aligned
11097,council,Non-Aligned
11098,councillor,Non-Aligned
11099,councillors,Non-Aligned
11100,councils,Non-Aligned
11101,counsel,Democratic
11102,counselled,Non-Aligned
11103,counselling,Non-Aligned
11104,counsellor,Non-Aligned
11105,counsellors,Non-Aligned
11106,counsels,Non-Aligned
11107,count,Democratic
11108,countability,Non-Aligned
11109,countable,Non-Aligned
11110,countably,Non-Aligned
11111,countdown,Non-Aligned
11112,counted,Non-Aligned
11113,countenance,Non-Aligned
11114,countenanced,Non-Aligned
11115,countenances,Non-Aligned
11116,countenancing,Non-Aligned
11117,counter,Non-Aligned
11118,counteract,Non-Aligned
11119,counteracted,Non-Aligned
11120,counteracting,Non-Aligned
11121,counteracts,Non-Aligned
11122,counterattack,Non-Aligned
11123,counterattacked,Non-Aligned
11124,counterattacks,Non-Aligned
11125,counterbalance,Non-Aligned
11126,counterbalanced,Non-Aligned
11127,counterbalancing,Non-Aligned
11128,countered,Non-Aligned
11129,counterfeit,Non-Aligned
11130,counterfeited,Non-Aligned
11131,counterfeiters,Non-Aligned
11132,counterfeiting,Non-Aligned
11133,counterfeits,Non-Aligned
11134,counterfoil,Non-Aligned
11135,counterfoils,Non-Aligned
11136,countering,Non-Aligned
11137,counterintelligence,Non-Aligned
11138,counterintuitive,Non-Aligned
11139,countermanded,Non-Aligned
11140,countermeasures,Non-Aligned
11141,counteroffensive,Non-Aligned
11142,counterpane,Non-Aligned
11143,counterpart,Non-Aligned
11144,counterparts,Non-Aligned
11145,counterpoint,Non-Aligned
11146,counterpointed,Non-Aligned
11147,counterpoints,Non-Aligned
11148,counterpoise,Non-Aligned
11149,counterproductive,Non-Aligned
11150,counterrevolution,Non-Aligned
11151,counterrevolutionaries,Non-Aligned
11152,counterrevolutionary,Non-Aligned
11153,counters,Non-Aligned
11154,countersign,Non-Aligned
11155,countersigned,Non-Aligned
11156,countersigns,Non-Aligned
11157,countess,Non-Aligned
11158,countesses,Non-Aligned
11159,counties,Non-Aligned
11160,counting,Non-Aligned
11161,countless,Democratic
11162,countries,Non-Aligned
11163,country,Non-Aligned
11164,countryman,Non-Aligned
11165,countrymen,Non-Aligned
11166,countryside,Non-Aligned
11167,countrywide,Non-Aligned
11168,counts,Non-Aligned
11169,county,Non-Aligned
11170,coup,Non-Aligned
11171,coupe,Non-Aligned
11172,coupes,Non-Aligned
11173,couple,Non-Aligned
11174,coupled,Non-Aligned
11175,coupler,Non-Aligned
11176,couplers,Non-Aligned
11177,couples,Non-Aligned
11178,couplet,Non-Aligned
11179,couplets,Non-Aligned
11180,coupling,Non-Aligned
11181,couplings,Non-Aligned
11182,coupon,Non-Aligned
11183,coupons,Non-Aligned
11184,coups,Non-Aligned
11185,courage,Non-Aligned
11186,courageous,Non-Aligned
11187,courageously,Non-Aligned
11188,courgette,Non-Aligned
11189,courgettes,Non-Aligned
11190,courier,Non-Aligned
11191,couriers,Non-Aligned
11192,course,Non-Aligned
11193,coursebook,Non-Aligned
11194,coursed,Non-Aligned
11195,courses,Non-Aligned
11196,coursework,Non-Aligned
11197,coursing,Non-Aligned
11198,court,Democratic
11199,courted,Non-Aligned
11200,courteous,Non-Aligned
11201,courteously,Non-Aligned
11202,courtesan,Non-Aligned
11203,courtesans,Non-Aligned
11204,courtesies,Non-Aligned
11205,courtesy,Non-Aligned
11206,courthouse,Non-Aligned
11207,courtier,Non-Aligned
11208,courtiers,Non-Aligned
11209,courting,Non-Aligned
11210,courtly,Non-Aligned
11211,courtmartial,Non-Aligned
11212,courtroom,Non-Aligned
11213,courtrooms,Non-Aligned
11214,courts,Non-Aligned
11215,courtship,Non-Aligned
11216,courtships,Non-Aligned
11217,courtyard,Non-Aligned
11218,courtyards,Non-Aligned
11219,couscous,Non-Aligned
11220,cousin,Non-Aligned
11221,cousinly,Non-Aligned
11222,cousins,Non-Aligned
11223,couther,Non-Aligned
11224,couture,Non-Aligned
11225,couturier,Non-Aligned
11226,couturiers,Non-Aligned
11227,covalent,Non-Aligned
11228,covalently,Non-Aligned
11229,covariance,Non-Aligned
11230,covariances,Non-Aligned
11231,cove,Non-Aligned
11232,coven,Non-Aligned
11233,covenant,Non-Aligned
11234,covenanted,Non-Aligned
11235,covenanters,Non-Aligned
11236,covenants,Non-Aligned
11237,covens,Non-Aligned
11238,cover,Non-Aligned
11239,coverage,Non-Aligned
11240,coverages,Non-Aligned
11241,coveralls,Non-Aligned
11242,covered,Non-Aligned
11243,covering,Non-Aligned
11244,coverings,Non-Aligned
11245,coverlet,Non-Aligned
11246,coverlets,Non-Aligned
11247,covers,Non-Aligned
11248,coversheet,Non-Aligned
11249,covert,Democratic
11250,covertly,Non-Aligned
11251,coverts,Non-Aligned
11252,coverup,Non-Aligned
11253,coverups,Non-Aligned
11254,coves,Non-Aligned
11255,covet,Non-Aligned
11256,coveted,Non-Aligned
11257,coveting,Non-Aligned
11258,covetous,Non-Aligned
11259,covetousness,Non-Aligned
11260,covets,Non-Aligned
11261,cow,Non-Aligned
11262,coward,Democratic
11263,cowardice,Non-Aligned
11264,cowardly,Non-Aligned
11265,cowards,Non-Aligned
11266,cowboy,Non-Aligned
11267,cowboys,Non-Aligned
11268,cowed,Non-Aligned
11269,cower,Non-Aligned
11270,cowered,Non-Aligned
11271,cowering,Non-Aligned
11272,cowers,Non-Aligned
11273,cowgirl,Non-Aligned
11274,cowgirls,Non-Aligned
11275,cowhand,Non-Aligned
11276,cowherd,Non-Aligned
11277,cowing,Non-Aligned
11278,cowl,Non-Aligned
11279,cowled,Non-Aligned
11280,cowling,Non-Aligned
11281,coworker,Non-Aligned
11282,coworkers,Non-Aligned
11283,cowriter,Non-Aligned
11284,cowritten,Non-Aligned
11285,cows,Non-Aligned
11286,cowshed,Non-Aligned
11287,cowsheds,Non-Aligned
11288,cowslip,Non-Aligned
11289,cowslips,Non-Aligned
11290,cox,Non-Aligned
11291,coxcomb,Non-Aligned
11292,coxcombs,Non-Aligned
11293,coxed,Non-Aligned
11294,coxes,Non-Aligned
11295,coxing,Non-Aligned
11296,coxswain,Non-Aligned
11297,coy,Non-Aligned
11298,coyly,Non-Aligned
11299,coyness,Non-Aligned
11300,coyote,Non-Aligned
11301,coyotes,Non-Aligned
11302,cozier,Non-Aligned
11303,crab,Non-Aligned
11304,crabby,Non-Aligned
11305,crabs,Non-Aligned
11306,crack,Non-Aligned
11307,crackable,Non-Aligned
11308,crackdown,Democratic
11309,crackdowns,Non-Aligned
11310,cracked,Non-Aligned
11311,cracker,Non-Aligned
11312,crackers,Non-Aligned
11313,cracking,Non-Aligned
11314,crackle,Non-Aligned
11315,crackled,Non-Aligned
11316,crackles,Non-Aligned
11317,crackling,Non-Aligned
11318,crackly,Non-Aligned
11319,crackpot,Non-Aligned
11320,crackpots,Non-Aligned
11321,cracks,Non-Aligned
11322,cradle,Non-Aligned
11323,cradled,Non-Aligned
11324,cradles,Non-Aligned
11325,cradling,Non-Aligned
11326,craft,Non-Aligned
11327,crafted,Non-Aligned
11328,crafter,Non-Aligned
11329,craftier,Non-Aligned
11330,craftiest,Non-Aligned
11331,craftily,Non-Aligned
11332,crafting,Non-Aligned
11333,crafts,Non-Aligned
11334,craftsman,Non-Aligned
11335,craftsmanship,Non-Aligned
11336,craftsmen,Non-Aligned
11337,craftspeople,Non-Aligned
11338,crafty,Non-Aligned
11339,crag,Non-Aligned
11340,craggy,Non-Aligned
11341,crags,Non-Aligned
11342,cram,Non-Aligned
11343,crammed,Non-Aligned
11344,crammer,Non-Aligned
11345,cramming,Non-Aligned
11346,cramp,Non-Aligned
11347,cramped,Non-Aligned
11348,cramping,Non-Aligned
11349,crampon,Non-Aligned
11350,crampons,Non-Aligned
11351,cramps,Non-Aligned
11352,crams,Non-Aligned
11353,cran,Non-Aligned
11354,cranberries,Non-Aligned
11355,cranberry,Non-Aligned
11356,crane,Non-Aligned
11357,craned,Non-Aligned
11358,cranes,Non-Aligned
11359,cranial,Non-Aligned
11360,craning,Non-Aligned
11361,cranium,Non-Aligned
11362,crank,Non-Aligned
11363,cranked,Non-Aligned
11364,cranking,Non-Aligned
11365,cranks,Non-Aligned
11366,crankshaft,Non-Aligned
11367,cranky,Non-Aligned
11368,crannies,Non-Aligned
11369,cranny,Non-Aligned
11370,crap,Republican
11371,crash,Democratic
11372,crashed,Non-Aligned
11373,crasher,Non-Aligned
11374,crashers,Non-Aligned
11375,crashes,Non-Aligned
11376,crashing,Non-Aligned
11377,crashingly,Non-Aligned
11378,crashland,Non-Aligned
11379,crashlanded,Non-Aligned
11380,crashlanding,Non-Aligned
11381,crass,Non-Aligned
11382,crasser,Non-Aligned
11383,crassly,Non-Aligned
11384,crassness,Non-Aligned
11385,crate,Non-Aligned
11386,crateful,Non-Aligned
11387,crater,Non-Aligned
11388,cratered,Non-Aligned
11389,craters,Non-Aligned
11390,crates,Non-Aligned
11391,cravat,Non-Aligned
11392,cravats,Non-Aligned
11393,crave,Non-Aligned
11394,craved,Non-Aligned
11395,craven,Non-Aligned
11396,cravenly,Non-Aligned
11397,craves,Non-Aligned
11398,craving,Non-Aligned
11399,cravings,Non-Aligned
11400,crawl,Non-Aligned
11401,crawled,Non-Aligned
11402,crawler,Non-Aligned
11403,crawlers,Non-Aligned
11404,crawling,Non-Aligned
11405,crawls,Non-Aligned
11406,craws,Non-Aligned
11407,crayfish,Non-Aligned
11408,crayon,Non-Aligned
11409,crayoned,Non-Aligned
11410,crayons,Non-Aligned
11411,craze,Non-Aligned
11412,crazed,Non-Aligned
11413,crazes,Non-Aligned
11414,crazier,Non-Aligned
11415,craziest,Non-Aligned
11416,crazily,Non-Aligned
11417,craziness,Non-Aligned
11418,crazy,Non-Aligned
11419,creak,Non-Aligned
11420,creaked,Non-Aligned
11421,creakier,Non-Aligned
11422,creakiest,Non-Aligned
11423,creaking,Non-Aligned
11424,creaks,Non-Aligned
11425,creaky,Non-Aligned
11426,cream,Non-Aligned
11427,creamed,Non-Aligned
11428,creamer,Non-Aligned
11429,creamery,Non-Aligned
11430,creamier,Non-Aligned
11431,creamiest,Non-Aligned
11432,creaming,Non-Aligned
11433,creams,Non-Aligned
11434,creamy,Non-Aligned
11435,crease,Non-Aligned
11436,creased,Non-Aligned
11437,creases,Non-Aligned
11438,creasing,Non-Aligned
11439,creatable,Non-Aligned
11440,create,Non-Aligned
11441,created,Non-Aligned
11442,creates,Non-Aligned
11443,creating,Non-Aligned
11444,creation,Democratic
11445,creationism,Non-Aligned
11446,creationist,Non-Aligned
11447,creationists,Non-Aligned
11448,creations,Non-Aligned
11449,creative,Non-Aligned
11450,creatively,Non-Aligned
11451,creativeness,Non-Aligned
11452,creativity,Non-Aligned
11453,creator,Non-Aligned
11454,creators,Non-Aligned
11455,creature,Non-Aligned
11456,creatures,Non-Aligned
11457,creche,Non-Aligned
11458,creches,Non-Aligned
11459,credence,Non-Aligned
11460,credentials,Non-Aligned
11461,credibility,Non-Aligned
11462,credible,Non-Aligned
11463,credibly,Non-Aligned
11464,credit,Non-Aligned
11465,creditability,Non-Aligned
11466,creditable,Non-Aligned
11467,creditably,Non-Aligned
11468,credited,Non-Aligned
11469,crediting,Non-Aligned
11470,creditor,Non-Aligned
11471,creditors,Non-Aligned
11472,credits,Non-Aligned
11473,creditworthiness,Non-Aligned
11474,creditworthy,Non-Aligned
11475,credo,Non-Aligned
11476,credulity,Non-Aligned
11477,credulous,Non-Aligned
11478,creed,Republican
11479,creeds,Non-Aligned
11480,creek,Non-Aligned
11481,creeks,Non-Aligned
11482,creel,Non-Aligned
11483,creep,Non-Aligned
11484,creeper,Non-Aligned
11485,creepers,Non-Aligned
11486,creeping,Non-Aligned
11487,creeps,Non-Aligned
11488,creepy,Non-Aligned
11489,cremate,Non-Aligned
11490,cremated,Non-Aligned
11491,cremates,Non-Aligned
11492,cremation,Non-Aligned
11493,cremations,Non-Aligned
11494,crematoria,Non-Aligned
11495,crematorium,Non-Aligned
11496,creme,Non-Aligned
11497,crenellated,Non-Aligned
11498,crenellation,Non-Aligned
11499,crenellations,Non-Aligned
11500,creole,Non-Aligned
11501,creoles,Non-Aligned
11502,creosote,Non-Aligned
11503,crepe,Non-Aligned
11504,crept,Non-Aligned
11505,crepuscular,Non-Aligned
11506,crescendo,Non-Aligned
11507,crescent,Non-Aligned
11508,crescents,Non-Aligned
11509,cress,Non-Aligned
11510,crest,Non-Aligned
11511,crested,Non-Aligned
11512,crestfallen,Non-Aligned
11513,cresting,Non-Aligned
11514,crests,Non-Aligned
11515,cretaceous,Non-Aligned
11516,cretan,Non-Aligned
11517,cretans,Non-Aligned
11518,crete,Non-Aligned
11519,cretin,Non-Aligned
11520,cretinous,Non-Aligned
11521,cretins,Non-Aligned
11522,crevasse,Non-Aligned
11523,crevasses,Non-Aligned
11524,crevice,Non-Aligned
11525,crevices,Non-Aligned
11526,crew,Non-Aligned
11527,crewed,Non-Aligned
11528,crewing,Non-Aligned
11529,crewman,Non-Aligned
11530,crewmen,Non-Aligned
11531,crews,Non-Aligned
11532,crib,Non-Aligned
11533,cribbage,Non-Aligned
11534,cribbed,Non-Aligned
11535,cribbing,Non-Aligned
11536,cribs,Non-Aligned
11537,crick,Non-Aligned
11538,cricket,Non-Aligned
11539,cricketer,Non-Aligned
11540,cricketers,Non-Aligned
11541,cricketing,Non-Aligned
11542,crickets,Non-Aligned
11543,cried,Non-Aligned
11544,crier,Non-Aligned
11545,cries,Non-Aligned
11546,crim,Non-Aligned
11547,crime,Non-Aligned
11548,crimea,Non-Aligned
11549,crimes,Non-Aligned
11550,criminal,Non-Aligned
11551,criminalisation,Non-Aligned
11552,criminalise,Non-Aligned
11553,criminalised,Non-Aligned
11554,criminalising,Non-Aligned
11555,criminality,Non-Aligned
11556,criminally,Non-Aligned
11557,criminals,Non-Aligned
11558,criminological,Non-Aligned
11559,criminologist,Non-Aligned
11560,criminologists,Non-Aligned
11561,criminology,Non-Aligned
11562,crimp,Non-Aligned
11563,crimped,Non-Aligned
11564,crimping,Non-Aligned
11565,crimson,Non-Aligned
11566,cringe,Non-Aligned
11567,cringed,Non-Aligned
11568,cringes,Non-Aligned
11569,cringing,Non-Aligned
11570,crinkle,Non-Aligned
11571,crinkled,Non-Aligned
11572,crinkling,Non-Aligned
11573,crinkly,Non-Aligned
11574,crinoline,Non-Aligned
11575,cripple,Non-Aligned
11576,crippled,Non-Aligned
11577,cripples,Non-Aligned
11578,crippling,Non-Aligned
11579,cripplingly,Non-Aligned
11580,crises,Non-Aligned
11581,crisis,Non-Aligned
11582,crisp,Non-Aligned
11583,crisped,Non-Aligned
11584,crisper,Non-Aligned
11585,crispier,Non-Aligned
11586,crispiest,Non-Aligned
11587,crisply,Non-Aligned
11588,crispness,Non-Aligned
11589,crisps,Non-Aligned
11590,crispy,Non-Aligned
11591,crisscrossed,Non-Aligned
11592,crisscrosses,Non-Aligned
11593,criteria,Non-Aligned
11594,criterion,Non-Aligned
11595,critic,Non-Aligned
11596,critical,Non-Aligned
11597,critically,Non-Aligned
11598,criticise,Non-Aligned
11599,criticised,Non-Aligned
11600,criticises,Non-Aligned
11601,criticising,Non-Aligned
11602,criticism,Non-Aligned
11603,criticisms,Non-Aligned
11604,critics,Non-Aligned
11605,critique,Non-Aligned
11606,critiques,Non-Aligned
11607,critter,Non-Aligned
11608,croak,Non-Aligned
11609,croaked,Non-Aligned
11610,croakier,Non-Aligned
11611,croakiest,Non-Aligned
11612,croaking,Non-Aligned
11613,croaks,Non-Aligned
11614,croatia,Non-Aligned
11615,croatian,Non-Aligned
11616,crochet,Non-Aligned
11617,crocheted,Non-Aligned
11618,crochets,Non-Aligned
11619,crock,Non-Aligned
11620,crockery,Non-Aligned
11621,crocks,Non-Aligned
11622,crocodile,Non-Aligned
11623,crocodiles,Non-Aligned
11624,crocus,Non-Aligned
11625,crocuses,Non-Aligned
11626,croft,Non-Aligned
11627,crofter,Non-Aligned
11628,crofters,Non-Aligned
11629,crofting,Non-Aligned
11630,crofts,Non-Aligned
11631,croissant,Non-Aligned
11632,croissants,Non-Aligned
11633,crone,Non-Aligned
11634,crones,Non-Aligned
11635,cronies,Non-Aligned
11636,crony,Non-Aligned
11637,crook,Republican
11638,crooked,Non-Aligned
11639,crookedly,Non-Aligned
11640,crookedness,Non-Aligned
11641,crooking,Non-Aligned
11642,crooks,Non-Aligned
11643,croon,Non-Aligned
11644,crooned,Non-Aligned
11645,crooner,Non-Aligned
11646,crooners,Non-Aligned
11647,crooning,Non-Aligned
11648,croons,Non-Aligned
11649,crop,Non-Aligned
11650,cropped,Non-Aligned
11651,cropper,Non-Aligned
11652,croppers,Non-Aligned
11653,cropping,Non-Aligned
11654,crops,Non-Aligned
11655,croquet,Non-Aligned
11656,croqueted,Non-Aligned
11657,croqueting,Non-Aligned
11658,croquette,Non-Aligned
11659,crores,Non-Aligned
11660,crosier,Non-Aligned
11661,crosiers,Non-Aligned
11662,cross,Democratic
11663,cross-bun,Non-Aligned
11664,crossbar,Non-Aligned
11665,crossbars,Non-Aligned
11666,crossbones,Non-Aligned
